board,job_id,url,title,company,location,country,salary,currency,degree_required,eu_passport_required,contract_length,start_date,apply_email,apply_url,posted_date,description,raw
seriousteachers,280323,https://www.seriousteachers.com/job_details/280323/0/,SMS International Recruitment 2026,South Mediterranean School,Tripoli,Libya,Negotiable,,Bachelor,,,September 2026,,https://www.seriousteachers.com/te2/respond/280323/25360,,"Fields of Expertise: ESL/EFL, Elementary, ESL to Children, Kindergarten, High School, University, Math/Physics, FIELDS MISSING Salary: Negotiable Details: SMS International Recruitment 2026 | Libya South Mediterranean School is seeking highly qualified, experienced, and passionate professionals to join our international team starting in September 2026. 🏫 Vacancies Available Primary Class Teacher EYFS Teachers EYFS Coordinator Head of Primary Section BSO Coordinator (British Schools Overseas Standards & Inspection Readiness) Sports Teacher Auditorium Teacher Receptionist 📍 Location Tripoli, Libya 🎯 About South Mediterranean School South Mediterranean School is an international school offering both British and American curricula. We are committed to providing high-quality education in a safe, supportive, and inspiring environment, while continuously developing our academic standards and international school practices. 🌟 Requirements For Academic, Teaching & Leadership Positions Native English speaker from the UK, USA, Canada, or South Africa. Bachelor’s degree in Education or a relevant related field. Relevant teaching, coordination, leadership, or school-improvement experience. PGCE","Fields of Expertise: ESL/EFL, Elementary, ESL to Children, Kindergarten, High School, University, Math/Physics, FIELDS MISSING Salary: Negotiable Details: SMS International Recruitment 2026 | Libya South Mediterranean School is seeking highly qualified, experienced, and passionate professionals to join our international team starting in September 2026. 🏫 Vacancies Available Primary Class Teacher EYFS Teachers EYFS Coordinator Head of Primary Section BSO Coordinator (British Schools Overseas Standards & Inspection Readiness) Sports Teacher Auditorium Teacher Receptionist 📍 Location Tripoli, Libya 🎯 About South Mediterranean School South Mediterranean School is an international school offering both British and American curricula. We are committed to providing high-quality education in a safe, supportive, and inspiring environment, while continuously developing our academic standards and international school practices. 🌟 Requirements For Academic, Teaching & Leadership Positions Native English speaker from the UK, USA, Canada, or South Africa. Bachelor’s degree in Education or a relevant related field. Relevant teaching, coordination, leadership, or school-improvement experience. PGCE is highly preferred. DELTA or CELTA is preferred, where relevant. Strong communication, organization, and teamwork skills. Professional, enthusiastic, and committed to student progress and school development. Position-Specific Expectations Primary Class Teacher: Experience teaching primary learners and delivering engaging, high-quality lessons. EYFS Teachers / EYFS Coordinator: Strong knowledge of the EYFS framework, early childhood development, play-based learning, and age-appropriate classroom practice. Head of Primary Section: Proven experience in primary leadership, teacher supervision, curriculum monitoring, and academic improvement. BSO Coordinator: Experience or strong familiarity with British Schools Overseas standards, inspection readiness, quality assurance, safeguarding, policy documentation, and school improvement planning. Sports Teacher: Relevant experience in physical education, student fitness, sports activities, and safe lesson delivery. Auditorium Teacher: Experience in drama, performance, public speaking, school productions, or student presentation skills is preferred. Receptionist Requirements Excellent English communication skills. Professional appearance and strong interpersonal skills. Good administrative and organizational abilities. Experience in school reception, front desk, or customer service is preferred. 🎁 We Offer Competitive salary package. Furnished accommodation or housing allowance. Annual return airfare. Visa sponsorship. Supportive professional work environment. Opportunities for professional development. A vibrant international school community. 🚀 How to Apply Please submit: CV Cover letter Recent professional photo A short introductory video Please mention the position you are applying."
seriousteachers,278901,https://www.seriousteachers.com/job_details/278901/0/,TEACHING POSITIONS AT CALEDONIAN INTERNATIONAL,Caledonian International School,Tripoli,Libya,1500-1700,USD,,,,,,https://www.seriousteachers.com/te2/respond/278901/24691,,"Required Degrees: Preferably a BA (not compulsory) Fields of Expertise: Nursery, ESL to Children, Kindergarten, High School, Science, Math/Physics, Salary: $1,500 USD Details: POSITIONS Teachers: 10 SCHOOL DESCRIPTION Welcome to Caledonia International School, an educational institution in Tripoli, Libya! This exceptional school is a model of excellence and development in the field of education. It was designed and equipped with the latest technologies and equipment in accordance with the highest international standards, to provide its students with an integrated and advanced educational environment. At CIS, we teach from KG all the way to IGCSE level. We’re looking for innovative teachers with the ability to teach English in addition to one of the following subjects: Science, Maths, IT, or French. JOB DESCRIPTION Teaching English from 20-24 hours per week to KG and primary school children Helping weak students in the support club and collaborating with other teachers to offer support for them Discussing disciplinary and student performance issues with management Writing, invigilating, and correcting exams and quizzes Providing support for the academically low performing students,","Required Degrees: Preferably a BA (not compulsory) Fields of Expertise: Nursery, ESL to Children, Kindergarten, High School, Science, Math/Physics, Salary: $1,500 USD Details: POSITIONS Teachers: 10 SCHOOL DESCRIPTION Welcome to Caledonia International School, an educational institution in Tripoli, Libya! This exceptional school is a model of excellence and development in the field of education. It was designed and equipped with the latest technologies and equipment in accordance with the highest international standards, to provide its students with an integrated and advanced educational environment. At CIS, we teach from KG all the way to IGCSE level. We’re looking for innovative teachers with the ability to teach English in addition to one of the following subjects: Science, Maths, IT, or French. JOB DESCRIPTION Teaching English from 20-24 hours per week to KG and primary school children Helping weak students in the support club and collaborating with other teachers to offer support for them Discussing disciplinary and student performance issues with management Writing, invigilating, and correcting exams and quizzes Providing support for the academically low performing students, to help improve and get motivated to reach their potential Aiding in duties that may include testing children, substituting for absent teachers , organizing children for lunches and buses, and other administrative duties that may be assigned to him/her by the school management. Writing reports on students’ progress, suggestions for development of the school, and other reports on demand by the management Helping to develop the school’s curriculum and supplementary material Helping to plan events and trips REQUIREMENTS Native English speaker from the UK, America, Australia, New Zealand, or South Africa. Experience: 3 years of experience in KG/Primary/high school setting Preferably BA in English or related subject Certificate in TESOL/TKT is a plus Ability to also teach maths/science upto grade 3 if required Tech savvy (with the ability to use Microsoft Office and interactive white boards) JOB BENEFITS Fully furnished shared accommodation accross from the school with all utilities and wifi included Monthly trip for entertainment to landmark, beach, etc. Medical insurance Paid flight ticket per year to/from home country 30-day paid holidays per school term Between $1500 and $1700 according to experience Local currency of 1500 LD, which should be enough for daily expenses (Leaving US currency for savings) HOW TO APPLY Send a cover letter, CV, and a recent photo and we will get back to you if you are selected for a Skype/Whatsapp interview. NOTE: ONLY SUCCESSFUL CANDIDATES WILL BE RESPONDED TO DUE TO THE HIGH NUMBER OF APPLICATIONS."
seriousteachers,275660,https://www.seriousteachers.com/job_details/275660/0/,Required Degrees: Minmum University graduation Fie,Al Nabigha Al Sagheer International School,Benghazi,Libya,Negotiable,,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/275660/23057,,"Fields of Expertise: Nursery, Elementary, Kindergarten, Salary: Negotiable Al Nabigha Al Sagheer International School Details: REQUIRED DEGREES: MINMUM UNIVERSITY GRADUATION FIE","Fields of Expertise: Nursery, Elementary, Kindergarten, Salary: Negotiable Al Nabigha Al Sagheer International School Details: REQUIRED DEGREES: MINMUM UNIVERSITY GRADUATION FIE"
seriousteachers,232772,https://www.seriousteachers.com/job_details/232772/0/,Teacher,,Tripoli,Libya,"1,000",USD,,,,,,https://www.seriousteachers.com/te2/respond/232772/13827,,"Fields of Expertise: ESL/EFL, Nursery, Curriculum Developer, French, Spanish, Science, Salary: $1,000 USD Details: All will be discussed further for the candidates interested in the offer.","Fields of Expertise: ESL/EFL, Nursery, Curriculum Developer, French, Spanish, Science, Salary: $1,000 USD Details: All will be discussed further for the candidates interested in the offer."
seriousteachers,225212,https://www.seriousteachers.com/job_details/225212/0/,Subject Teachers Needed,SIS Sqr International School,Tripoli,Libya,Negotiable,,Bachelor,,2 years,Middle of August,,https://www.seriousteachers.com/te2/respond/225212/12912,,"Required Degrees: Minmum University graduation Fields of Expertise: Nursery, Elementary, Curriculum Developer, ESL to Children, High School, Science, Math/Physics, head teacher Salary: Negotiable SIS Sqr international school Details: SIS sqr international school offer a job with the following terms and conditions Free accommodation plus return air ticket . Tax free salary. regular holiday is payable . 2 months salary gratitude for those who finish 2 years of contract salary will be according to your experience and the qualification. Teachers need to be ready to fly to Tripoli middle of August 2 reference must be included in your CV. need to be active and team player flexible acting under different circumstances.","Required Degrees: Minmum University graduation Fields of Expertise: Nursery, Elementary, Curriculum Developer, ESL to Children, High School, Science, Math/Physics, head teacher Salary: Negotiable SIS Sqr international school Details: SIS sqr international school offer a job with the following terms and conditions Free accommodation plus return air ticket . Tax free salary. regular holiday is payable . 2 months salary gratitude for those who finish 2 years of contract salary will be according to your experience and the qualification. Teachers need to be ready to fly to Tripoli middle of August 2 reference must be included in your CV. need to be active and team player flexible acting under different circumstances."
seriousteachers,279606,https://www.seriousteachers.com/job_details/279606/0/,Teacher/ Teaching staff/ Academic advisor,International Institutions Group,"Libya, Tripoli, Zliten, Zintan, Musrata, Benghazi",Libya,Negotiable,,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/279606/24707,,"Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, ESL to Children, Kindergarten, High School, University, Science, Math/Physics, Summer Camps, Salary: Negotiable International Institutions Group Details: Competitive Salary Accommodation & Flights Professional Growth Opportunity to live abroad, explore new cultures, and travel. Diverse Classrooms Work-Life Balance 📌 Requirements: • Bachelor’s or Master’s Degree in the relevant subject. • Teaching Certification (e.g., PGCE, TEFL, CELTA for English). • Experience: Minimum 2–3 years in international settings preferred. • Fluency in English (native or near-native level). • Cultural Adaptability and willingness to relocate. • Work Visa and legal documentation (to be arranged by the employer).","Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, ESL to Children, Kindergarten, High School, University, Science, Math/Physics, Summer Camps, Salary: Negotiable International Institutions Group Details: Competitive Salary Accommodation & Flights Professional Growth Opportunity to live abroad, explore new cultures, and travel. Diverse Classrooms Work-Life Balance 📌 Requirements: • Bachelor’s or Master’s Degree in the relevant subject. • Teaching Certification (e.g., PGCE, TEFL, CELTA for English). • Experience: Minimum 2–3 years in international settings preferred. • Fluency in English (native or near-native level). • Cultural Adaptability and willingness to relocate. • Work Visa and legal documentation (to be arranged by the employer)."
seriousteachers,278371,https://www.seriousteachers.com/job_details/278371/0/,Academic Advisor,,Zintan,Libya,Negotiable,,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/278371/24450,,"Required Degrees: A degree from a UK university is essential Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, High School, Salary: Negotiable Details: Academic Advisor We have a vacancy for a native English academic advisor for our school. We are one of the largest international schools based in Zintan, Libya and have teachers from across the globe working with us to deliver high quality education to students between the ages of 4 – 18. The role The academic advisor role involves working to a schedule from 8am to 3.30pm from Sunday to Thursday. The duties include: • Hiring of teaching staff • Coordinate the English department (carry out teacher observations, ensure that the curriculum is delivered accurately and on time according to the school calendar) • Supervise, evaluate and support teachers • Plan, locate and organise resources to improve the learning experience of students and teachers • Developing and tracking benchmarks for measuring school performance and success (this will usually be in the form of midterm and final examinations) • Meeting with students and parents to discuss academic progress • Review the ‘core’ curriculum for each subject (Pearson) and re","Required Degrees: A degree from a UK university is essential Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, High School, Salary: Negotiable Details: Academic Advisor We have a vacancy for a native English academic advisor for our school. We are one of the largest international schools based in Zintan, Libya and have teachers from across the globe working with us to deliver high quality education to students between the ages of 4 – 18. The role The academic advisor role involves working to a schedule from 8am to 3.30pm from Sunday to Thursday. The duties include: • Hiring of teaching staff • Coordinate the English department (carry out teacher observations, ensure that the curriculum is delivered accurately and on time according to the school calendar) • Supervise, evaluate and support teachers • Plan, locate and organise resources to improve the learning experience of students and teachers • Developing and tracking benchmarks for measuring school performance and success (this will usually be in the form of midterm and final examinations) • Meeting with students and parents to discuss academic progress • Review the ‘core’ curriculum for each subject (Pearson) and research additional materials to support and develop the students learning You will need the following qualifications and skills: • Degree in Education or relevant subject area Essential • CELTA / TEFL/ TESOL qualified. Essential • Fluent in both written and spoken English. Essential • Minimum of 4 years teaching experience. Essential • Experience in working with children and teenagers. Essential • Ability to organise your own workload. Essential • Excellent interpersonal skills What we provide you • Fully furnished accommodation with bills included • Driver to sister schools / university • Return flight to the UK (return flight reimbursed on completion of teaching contract) • Full medical insurance • Competitive salary based on qualifications and experience. • The opportunity to learn Arabic If you meet the following criteria, please send your CV."
seriousteachers,278936,https://www.seriousteachers.com/job_details/278936/0/,"English, Science and Maths teachers",International Institutions Group,"Libya, Tripoli, Zliten, Zintan, Musrata, Benghazi",Libya,"2,000",USD,,,,,,https://www.seriousteachers.com/te2/respond/278936/24707,,"Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, ESL to Children, Kindergarten, High School, University, French, Science, Math/Physics, Summer Camps, Salary: $2,000 USD International Institutions Group Details: English, Maths, Science and class teachers are needed.","Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, ESL to Children, Kindergarten, High School, University, French, Science, Math/Physics, Summer Camps, Salary: $2,000 USD International Institutions Group Details: English, Maths, Science and class teachers are needed."
seriousteachers,278820,https://www.seriousteachers.com/job_details/278820/0/,Subject Teachers,Vision International School,Tripoli,Libya,Negotiable,,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/278820/24653,,"Required Degrees: Minimum Bachelors Degree Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, ESL to Children, Kindergarten, High School, Science, Math/Physics, Salary: Negotiable VIS School Details: Vision International School is a prestigious school in Tripoli,Libya established in 2022 it quickly rose to 3 branches by 2024 making it one of the fastest growing international schools in LIbya. Since VIS believes that having an expertise staff is essential for a successful school, we are having vacancies available for the following positions: 1. Classroom/Homeroom Teachers 2. Mathematics Teachers 3. Science Teachers 4. English Teachers","Required Degrees: Minimum Bachelors Degree Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, ESL to Children, Kindergarten, High School, Science, Math/Physics, Salary: Negotiable VIS School Details: Vision International School is a prestigious school in Tripoli,Libya established in 2022 it quickly rose to 3 branches by 2024 making it one of the fastest growing international schools in LIbya. Since VIS believes that having an expertise staff is essential for a successful school, we are having vacancies available for the following positions: 1. Classroom/Homeroom Teachers 2. Mathematics Teachers 3. Science Teachers 4. English Teachers"
seriousteachers,275629,https://www.seriousteachers.com/job_details/275629/0/,"English, Math, Chemistry in Libya",ISM International School,Tripoli,Libya,Negotiable,USD,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/275629/22680,,"Required Degrees: BA/BSc in Subject Area Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, ESL to Children, Kindergarten, Summer Camps, Salary: Negotiable Details: An immediate position is available teaching ENGLISH LANGUAGE at upper secondary level. This is a course similar to IGCSE English First Language, and the successful candidate will have, and be able to teach, native-English skills in writing for a variety of purposes. This is not an ESL role. We are also seeking to fill a secondary STEM position, in Maths, Chemistry and/or Agricultural Science. ISM International School, based in Tripoli, is the largest international school in Libya and has been open since 1954, making us the oldest international school in North Africa. Our students study the curriculum of the Republic of Ireland. Requirements: - An undergraduate degree in a related field and at least 2 years experience in international teaching - Preferably a teaching licence or substantial relevant experience in lieu - Fluency in both written and spoken English, and native ability for English positions - Two recent verifiable references - Flexibility and commitment Package includes: - Salary in USD based on","Required Degrees: BA/BSc in Subject Area Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, ESL to Children, Kindergarten, Summer Camps, Salary: Negotiable Details: An immediate position is available teaching ENGLISH LANGUAGE at upper secondary level. This is a course similar to IGCSE English First Language, and the successful candidate will have, and be able to teach, native-English skills in writing for a variety of purposes. This is not an ESL role. We are also seeking to fill a secondary STEM position, in Maths, Chemistry and/or Agricultural Science. ISM International School, based in Tripoli, is the largest international school in Libya and has been open since 1954, making us the oldest international school in North Africa. Our students study the curriculum of the Republic of Ireland. Requirements: - An undergraduate degree in a related field and at least 2 years experience in international teaching - Preferably a teaching licence or substantial relevant experience in lieu - Fluency in both written and spoken English, and native ability for English positions - Two recent verifiable references - Flexibility and commitment Package includes: - Salary in USD based on qualifications and experience, paid monthly in cash - Monthly living allowance of LYD1000 - Furnished accommodation and utilities, reimbursed international airfare, private medical insurance - Settling-in assistance and on-going support If you are an experienced teacher, available now and interested in the challenges and rewards of living in Libya, we’ll be glad to hear from you."
seriousteachers,138517,https://www.seriousteachers.com/job_details/138517/0/,English Teacher,Nojoom Education & Training Centre,Tripoli,Libya,£750 per month plus 325 Libyan Dinars living allowance,GBP,CELTA,,6 months,ASAP,,https://www.seriousteachers.com/te2/respond/138517/837,,"Required Degrees: ESP, CELTA Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, High School, University, Salary: Negotiable Nojoom Education & Training Centre Details: Brand new, modern language school located in downtown Tripoli seeks teachers to start work asap. Benefits: renewable six-month contracts, flights to and from Libya, furnished accommodation and no utility bills, medical cover and six-week on, one-week off work schedule. Salary: £750 per month, paid directly into international bank account, plus a living allowance of 325 Libyan Dinars, paid locally. Requirements: we are looking for experienced, young, self-motivated and relaxed teachers who will show flexibility and use their own initiative, within the general framework of course goals and expectations. A sense of irony, an appreciation of the benefits of autonomy and experience of Business English and ESP would be an asset. However, newly qualified CELTA graduates, strong pass and above, will be considered for General English classes. Please contact: Leinaraiedgroup, attaching two references, an up to date CV and a brief covering letter. Successful candidates will be contacted by email/ phone Good Luck!","Required Degrees: ESP, CELTA Fields of Expertise: ESL/EFL, Elementary, Curriculum Developer, High School, University, Salary: Negotiable Nojoom Education & Training Centre Details: Brand new, modern language school located in downtown Tripoli seeks teachers to start work asap. Benefits: renewable six-month contracts, flights to and from Libya, furnished accommodation and no utility bills, medical cover and six-week on, one-week off work schedule. Salary: £750 per month, paid directly into international bank account, plus a living allowance of 325 Libyan Dinars, paid locally. Requirements: we are looking for experienced, young, self-motivated and relaxed teachers who will show flexibility and use their own initiative, within the general framework of course goals and expectations. A sense of irony, an appreciation of the benefits of autonomy and experience of Business English and ESP would be an asset. However, newly qualified CELTA graduates, strong pass and above, will be considered for General English classes. Please contact: Leinaraiedgroup, attaching two references, an up to date CV and a brief covering letter. Successful candidates will be contacted by email/ phone Good Luck!"
seriousteachers,229223,https://www.seriousteachers.com/job_details/229223/0/,Elementary School Teacher,,Tripoli,Libya,Negotiable,USD,Teaching Certificate,,1 year,,,https://www.seriousteachers.com/te2/respond/229223/13417,,"Required Degrees: Canadian Teaching Certificate is assest Fields of Expertise: ESL/EFL, Elementary, ESL to Children, Kindergarten, French, Science, Math/Physics, Salary: Negotiable Details: Terms of Employment: Permanent, Full Time (1 year contract) Benefits:  Tax free, US Dollars / Funds Income  Round trip airfare once a year for the teacher and 50percent for dependents.  Full Housing paid (furnished accommodation with WIFI)  Driver  Settling in allowance  Full health insurance includes dental and eye care benefits  30 days paid vacation period with all Canadian and local country vacations fully paid  Fees converge of work permit and immigration process.  50percent tuition reduction for dependent children. Required Credentials: Teaching Certificate Experience: 3 years or more is asset, but new teachers will be considered Languages: Fluent in English, Read English, Write English. Bilingual (French / English) is asset Specific Skills: Teach students using lessons, discussions, audio-visual presentations and field trips. Prepare, administer and correct tests. Identify children’s individual learning needs. Essential Skills: Reading, Writing, Oral communication, Working with o","Required Degrees: Canadian Teaching Certificate is assest Fields of Expertise: ESL/EFL, Elementary, ESL to Children, Kindergarten, French, Science, Math/Physics, Salary: Negotiable Details: Terms of Employment: Permanent, Full Time (1 year contract) Benefits:  Tax free, US Dollars / Funds Income  Round trip airfare once a year for the teacher and 50percent for dependents.  Full Housing paid (furnished accommodation with WIFI)  Driver  Settling in allowance  Full health insurance includes dental and eye care benefits  30 days paid vacation period with all Canadian and local country vacations fully paid  Fees converge of work permit and immigration process.  50percent tuition reduction for dependent children. Required Credentials: Teaching Certificate Experience: 3 years or more is asset, but new teachers will be considered Languages: Fluent in English, Read English, Write English. Bilingual (French / English) is asset Specific Skills: Teach students using lessons, discussions, audio-visual presentations and field trips. Prepare, administer and correct tests. Identify children’s individual learning needs. Essential Skills: Reading, Writing, Oral communication, Working with others, Team Player, Problem solving, Critical thinking How to Apply: Please send resume with photo , copy of teaching certificate."
seriousteachers,173650,https://www.seriousteachers.com/job_details/173650/0/,Instructor of Language,Berlitz,Tripoli,Libya,"1,000",USD,US or UK certification,yes,,,,https://www.seriousteachers.com/te2/respond/173650/6305,,"Must be EU Citizen or have EU Work Permit to apply! Required Degrees: US or UK certiifcation Fields of Expertise: ESL EFL, ESL to Children, University, French, Spanish, Audlts Training Salary: $1,000 USD Details: Housing, Berlitz international method training, profit sharing. Further additional benfits will be determined during the course of the interveiw.","Must be EU Citizen or have EU Work Permit to apply! Required Degrees: US or UK certiifcation Fields of Expertise: ESL EFL, ESL to Children, University, French, Spanish, Audlts Training Salary: $1,000 USD Details: Housing, Berlitz international method training, profit sharing. Further additional benfits will be determined during the course of the interveiw."
seriousteachers,280300,https://www.seriousteachers.com/job_details/280300/0/,International School Teachers,Zintan International School,Zintan,Libya,Negotiable,,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/280300/25092,,"Required Degrees: Bachelor Fields of Expertise: ESL/EFL, Elementary, ESL to Children, High School, Science, Math/Physics, Salary: Negotiable Details: Zintan International School (ZIS) is expanding! We are seeking dedicated, qualified, and enthusiastic educators to join our professional community. At ZIS, we are committed to providing a high-quality international education that empowers students to become lifelong learners and global citizens. We are currently looking for talented individuals to fill the following vacancies: * Grade 3 Homeroom Teacher: Must be highly proficient in delivering **Math and Science** curricula at the primary level. * IGCSE Physics Teacher: Specialist in secondary physical sciences with a focus on practical application. * IGCSE English Teacher: Focused on developing advanced literacy, literature, and language skills. * IGCSE Chemistry Teacher: Expert in chemical theory and laboratory safety for IGCSE candidates. Experience: A minimum of 3 years of full-time teaching experience in the relevant position. Education: A Bachelor’s degree in Education or the specific subject area (IGCSE roles require subject-specific degrees). Expertise: Deep familiarity with i","Required Degrees: Bachelor Fields of Expertise: ESL/EFL, Elementary, ESL to Children, High School, Science, Math/Physics, Salary: Negotiable Details: Zintan International School (ZIS) is expanding! We are seeking dedicated, qualified, and enthusiastic educators to join our professional community. At ZIS, we are committed to providing a high-quality international education that empowers students to become lifelong learners and global citizens. We are currently looking for talented individuals to fill the following vacancies: * Grade 3 Homeroom Teacher: Must be highly proficient in delivering **Math and Science** curricula at the primary level. * IGCSE Physics Teacher: Specialist in secondary physical sciences with a focus on practical application. * IGCSE English Teacher: Focused on developing advanced literacy, literature, and language skills. * IGCSE Chemistry Teacher: Expert in chemical theory and laboratory safety for IGCSE candidates. Experience: A minimum of 3 years of full-time teaching experience in the relevant position. Education: A Bachelor’s degree in Education or the specific subject area (IGCSE roles require subject-specific degrees). Expertise: Deep familiarity with international curricula and a track record of academic success. Language: Native or near-native English proficiency is required. **Staff Benefits & Compensation** We value our educators and offer a comprehensive benefits package to ensure a comfortable and rewarding experience in Libya: **Competitive Salary**: Monthly tax-free salary commensurate with experience and qualifications. Travel: Annual return flight tickets provided by the school. Housing: Comfortable on-campus accommodation provided at no cost. Environment: A supportive, professional atmosphere located in the heart of Zintan. Small Class Number"
seriousteachers,280182,https://www.seriousteachers.com/job_details/280182/0/,International school teaching Pearson syllabus,Golden Knowledge School,Misrata,Libya,Negotiable,,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/280182/25289,,"Required Degrees: Bachelor’s Fields of Expertise: ESL/EFL, Elementary, High School, Science, Math/Physics, Salary: Negotiable Golden Knowledge School Details: INTERNATIONAL SCHOOL TEACHING PEARSON SYLLABUS","Required Degrees: Bachelor’s Fields of Expertise: ESL/EFL, Elementary, High School, Science, Math/Physics, Salary: Negotiable Golden Knowledge School Details: INTERNATIONAL SCHOOL TEACHING PEARSON SYLLABUS"
seriousteachers,280006,https://www.seriousteachers.com/job_details/280006/0/,Educator,Zintan International School,Zintan,Libya,Negotiable,,Bachelor,,,,,https://www.seriousteachers.com/te2/respond/280006/25092,,"Required Degrees: Bachelor Fields of Expertise: Elementary, ESL to Children, Science, Math/Physics, Salary: Negotiable Details: Job Opportunities at Zintan International School Curriculum: Pearson International Curriculum Zintan International School is seeking qualified, passionate, and dedicated educators to join our growing international learning community. We deliver a high-quality Pearson International Curriculum that supports academic excellence, student well-being, and inclusive education. Available Positions Primary English Teacher Primary Mathematics Teacher Social Studies Teacher Homeroom Teacher Special Education Teacher (ADHD Support Priority Position) Position Overview Teachers at Zintan International School are responsible for delivering engaging, student-centered lessons aligned with the Pearson International Curriculum, fostering critical thinking, creativity, and global citizenship. Teachers work collaboratively to create a safe, inclusive, and supportive learning environment. Key Responsibilities (All Teaching Positions) Plan and deliver lessons aligned with the Pearson Curriculum standards Assess student progress using formative and summative assessment strategies","Required Degrees: Bachelor Fields of Expertise: Elementary, ESL to Children, Science, Math/Physics, Salary: Negotiable Details: Job Opportunities at Zintan International School Curriculum: Pearson International Curriculum Zintan International School is seeking qualified, passionate, and dedicated educators to join our growing international learning community. We deliver a high-quality Pearson International Curriculum that supports academic excellence, student well-being, and inclusive education. Available Positions Primary English Teacher Primary Mathematics Teacher Social Studies Teacher Homeroom Teacher Special Education Teacher (ADHD Support Priority Position) Position Overview Teachers at Zintan International School are responsible for delivering engaging, student-centered lessons aligned with the Pearson International Curriculum, fostering critical thinking, creativity, and global citizenship. Teachers work collaboratively to create a safe, inclusive, and supportive learning environment. Key Responsibilities (All Teaching Positions) Plan and deliver lessons aligned with the Pearson Curriculum standards Assess student progress using formative and summative assessment strategies Maintain accurate records of student achievement and behavior Create a positive, inclusive, and well-managed classroom environment Collaborate with colleagues, school leadership, and parents Participate in professional development and school events Support students academic, social, and emotional development Special Education Teacher (ADHD Focus) Priority Role The Special Education Teacher will play a vital role in supporting students with ADHD and diverse learning needs, ensuring access to the curriculum through differentiated instruction and individualized support. Additional Responsibilities Develop and implement Individualized Education Plans (IEPs) Adapt Pearson curriculum materials to meet diverse learning needs Use evidence-based strategies to support attention, organization, and behavior Collaborate with classroom teachers, counselors, and parents Monitor and document student progress and interventions Promote inclusive practices within the classroom and school community Qualifications & Requirements Bachelors degree in Education or relevant subject area Special Education Teachers: Degree or certification in Special Education (ADHD experience required) Experience teaching the Pearson Curriculum or other international curricula is an advantage Minimum 2 years of teaching experience (preferred) Strong classroom management and communication skills Commitment to inclusive and student-centered education Fluent in English (spoken and written) Salary & Benefits Package Competitive salary Free or subsidized accommodation Round-trip flight ticket (to and from home country) Visa sponsorship Travel allowance Supportive leadership and professional growth opportunities welcoming school environment"
